23,select top # * from [Instruments]
2019-03-27 13:16:00,1
2019-04-24 08:36:00,2
2019-04-24 09:09:00,1
2019-04-24 12:34:00,2
2019-04-24 12:35:00,9
2019-04-24 12:36:00,1
2019-11-18 12:27:00,5
2019-11-18 12:28:00,1
2019-12-09 14:06:00,1
