6,"SELECT COUNT (*) specObjID, bestObjID, z FROM SpecObj WHERE class = # AND zWarning = # AND z BETWEEN # AND #"
2019-03-09 06:39:00,3
2019-03-09 06:40:00,1
2019-03-09 06:41:00,1
2019-03-18 21:15:00,1
