2,"SELECT specObjID, survey, boss_target1, class, ra, dec, z, psfMag_u, psfMag_g, psfMag_r, psfMag_i, psfMag_z, petroMag_u, petroMag_g, petroMag_r, petroMag_i, petroMag_z, modelMag_u, modelMag_u, modelMag_u, modelMag_u, modelMag_u, cModelMag_u, cModelMag_g, cModelMag_r, cModelMag_i, cModelMag_z, extinction_u, extinction_g, extinction_r, extinction_i, extinction_z FROM dbo.SpecPhotoAll WHERE (zWarning = # and class ! = #) INTO MyDB.specz"
2019-10-15 08:24:00,1
2019-10-15 08:25:00,1
