18,"SELECT specObjID, ra, dec, z, bpt, Flux_Ha_#, Flux_Ha_#_Err FROM emissionLinesPort WHERE z between # and #"
2019-03-19 08:21:00,1
2019-03-19 08:23:00,2
2019-03-19 08:32:00,1
2019-03-19 08:33:00,2
2019-03-19 08:34:00,2
2019-03-19 08:35:00,2
2019-03-19 08:36:00,5
2019-03-19 08:38:00,1
2019-03-19 14:55:00,1
2019-03-19 14:57:00,1
