11,"SELECT TOP # PERCENT p.ra, p.dec FROM PhotoObj AS p Join SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra > # AND p.ra < # AND p.dec > # AND s.class = #"
2019-10-15 14:44:00,1
2019-10-15 14:46:00,1
2019-10-15 14:47:00,2
2019-10-15 14:48:00,1
2019-10-15 21:17:00,1
2019-10-16 19:03:00,1
2019-10-16 19:04:00,1
2019-10-16 19:05:00,1
2019-10-16 19:08:00,1
2019-10-21 06:33:00,1
