3,"SELECT p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid, p.q_u, p.q_g, p.q_r, p.q_i, p.q_z, p.qErr_u, p.qErr_g, p.qErr_r, p.qErr_i, p.qErr_z, p.u_u, p.u_g, p.u_r, p.u_i, p.u_z, p.uErr_u, p.uErr_g, p.uErr_r, p.uErr_i, p.uErr_z FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE s.class = # AND s.zWarning = # AND s.z< #"
2019-11-12 01:49:00,1
2019-11-12 02:01:00,1
2019-11-12 02:17:00,1
