3,"SELECT oiii_#_flux, oii_#_flux, oii_#_flux, nii_#_flux, h_beta_flux, h_alpha_flux INTO mydb.nearGalaxiesFluxes_AGN FROM dr1#.galSpecLine WHERE specObjID IN ()"
2019-07-22 00:29:00,2
2019-07-22 00:30:00,1
