2,"select ObjID, ra, dec, dered_u, dered_g, dered_r, dered_i, dered_z from Galaxy where r< # AND ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-22 03:17:00,1
2019-11-22 03:21:00,1
