7,"SELECT TOP # s.specObjID FROM ..SpecObj as s JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.z > # AND s.zWarning = # AND (s.class = #) AND s.z < #"
2019-10-28 19:20:00,3
2019-10-28 19:21:00,1
2019-11-02 02:17:00,1
2019-12-13 16:18:00,1
2019-12-13 16:19:00,1
