4,"SELECT TOP # z, z_err, ra, dec, specObjID, logMass, logMass_median, logMass_err, t_age INTO MyDB.Table_#_#_mass_#_# WHERE z > # AND z < #"
2019-11-21 08:09:00,2
2019-11-21 08:10:00,2
