12,"select ra, dec from specObj where z BETWEEN # and #"
2019-02-21 00:28:00,1
2019-02-21 00:34:00,2
2019-02-21 00:36:00,1
2019-02-21 00:37:00,4
2019-05-29 13:22:00,1
2019-05-29 13:25:00,1
2019-06-03 13:28:00,1
2019-06-03 14:46:00,1
