2,"SELECT s.specObjID, s. mjd, s.plate, s.tile, s.xFocal, s.yFocal, s.fiberID, s.z, s.zErr, s.zconf, s.zStatus, s.specClass, s.zWarning, s.velDisp, s.velDispErr, s.eCoeff_#, s.eCoeff_#, s.eCoeff_#, s.eCoeff_#, s.eCoeff_#, s.eClass, s.nGood, s.sn_#, s.sn_#, s.sn_#, s.mag_#, s.mag_#, s.mag_#, s.ra, s.dec, s.cx, s.cy, s.cz, s.htmID, s.fiberMag_u, s.fiberMag_g, s.fiberMag_r, s.fiberMag_i, s.fiberMag-z, s.primTarget, s.secTarget, s.seguePrimTarget, s.segueSecTarget, s.otherPrimTarget, s.otherSecTarget, s.pixMin, s.pixMax, s.sci_sn, s.smear_sn, s.sm_leg_#, s.sm_leg_#, s.sm_leg_#, s.sciencePrimary, s.loadVersion, s.plateID, s.spectrographID, s.throughput, s.objType, s.objTypeName, s.targetID, s.targetObjID, s.bestObjID, s.img FROM SpecObjAll AS s JOIN PhotoObj AS p ON p.objid = s.bestobjid WHERE p.specObjID = s.specObjID AND p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND s.z< # AND p.type = # AND s.specclass = #"
2019-06-27 19:41:00,1
2019-06-27 19:47:00,1
