5,"SELECT objID, ra, dec, psfMag_r , extinction_r, psfMagErr_r FROM PhotoObj WHERE (ra between # and #) and (dec between # and #)"
2019-09-16 20:54:00,1
2019-09-20 16:16:00,2
2019-09-20 19:41:00,1
2019-09-20 20:07:00,1
