27,SELECT * FROM Mag2#_#area3_#
2019-12-11 08:29:00,1
2019-12-11 08:30:00,1
2019-12-11 08:36:00,1
2019-12-11 08:43:00,2
2019-12-12 00:08:00,2
2019-12-12 01:16:00,1
2019-12-12 01:17:00,1
2019-12-12 01:21:00,1
2019-12-16 02:43:00,2
2019-12-16 02:44:00,1
2019-12-16 02:51:00,2
2019-12-16 02:52:00,1
2019-12-16 03:01:00,1
2019-12-16 03:02:00,1
2019-12-16 03:09:00,2
2019-12-16 03:10:00,1
2019-12-16 03:16:00,3
2019-12-16 03:23:00,3
