2,"select top # objid, modelmag_u, modelmag_g, modelmag_r, modelmag_i, modelmag_z, z from SpecPhoto where specclass = # and zconf > .# ct stripe, run from Segment order by stripe"
2019-06-20 21:54:00,1
2019-06-20 21:55:00,1
