4,"SELECT TOP # gsi.specObjID, sp.z from galSpecInfo as gsi, SpecObjAll as sp, galSpecLine as gsl where gsi.specObjID = sp.specObjID and gsi.specObjID = gsl.specObjID"
2019-08-09 10:00:00,2
2019-08-09 10:01:00,2
