4,"SELECT TOP # specObjID, bestObjID, z FROM SpecObj WHERE class = # AND zWarning = # AND z BETWEEN # AND # AND (survey = # or survey = #) AND bestObjID < > #"
2019-03-23 20:06:00,1
2019-03-24 17:02:00,2
2019-04-06 08:12:00,1
