11,select top # * from [SDSSspecgalsDR1#_#]
2019-08-08 16:19:00,1
2019-08-12 12:56:00,1
2019-08-12 12:58:00,1
2019-08-12 13:08:00,1
2019-08-12 13:28:00,1
2019-08-12 18:31:00,1
2019-08-13 13:41:00,1
2019-08-13 14:19:00,1
2019-08-13 14:34:00,1
2019-08-13 19:26:00,1
2019-08-14 06:25:00,1
