3,"SELECT p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, G.ra, G.dec, S.mjd, S.plate, S.fiberID, S.z, S.zErr, S.rChi2, S.velDisp, S.velDispErr INTO mydb.SDSSspecgalsDR1#_# FROM SpecObjAll S CROSS APPLY Galaxy G, GalSpecInfo GSI, GalSpecLine GSL, GalSpecIndx GSX, GalSpecExtra GSE, PhotoObjAll p WHERE GSI.specObjID = S.specObjID AND GSL.specObjID = S.specObjID AND GSE.specObjID = S.specObjID AND GSX.specObjID = S.specObjID AND p.ObjID = S.targetObjID AND (G.petroMag_r > # AND G.petroMag_r < #) AND (G.modelMag_u-G.modelMag_r) < # AND (G.modelMag_u > # AND G.modelMag_u < #) AND (G.modelMag_g > # AND G.modelMag_g < #) AND (G.modelMag_r > # AND G.modelMag_r < #) AND (G.modelMag_i > # AND G.modelMag_i < #) AND (G.modelMag_z > # AND G.modelMag_z < #) AND S.rChi2 < # AND (S.zErr > # AND S.zErr < #) AND S.z > #"
2019-08-12 12:47:00,1
2019-08-12 12:49:00,1
2019-08-12 12:50:00,1
