26,SELECT objID
2019-01-08 05:58:00,1
2019-01-08 06:03:00,1
2019-02-25 16:21:00,1
2019-03-09 14:55:00,1
2019-03-14 06:34:00,1
2019-03-14 06:35:00,1
2019-03-22 17:29:00,2
2019-03-26 16:39:00,1
2019-05-05 23:14:00,1
2019-05-24 21:31:00,1
2019-06-29 05:24:00,1
2019-07-16 09:33:00,1
2019-07-16 09:34:00,2
2019-08-01 08:09:00,3
2019-09-17 17:27:00,1
2019-09-17 21:47:00,1
2019-09-28 01:54:00,1
2019-09-28 01:56:00,2
2019-11-26 05:38:00,1
2019-11-26 05:42:00,1
2019-11-28 03:04:00,1
