6,"SELECT SPA.ra, SPA.dec, SPA.z, SPA.petroMag_u, SPA.petroMag_g, SPA.petroMag_r , SA.velDisp, PA.petroMag_r into GU2#_hw5 From PhotoObjAll as PA, SpecPhotoAll as SPA, SpecObjAll as SA Where SPA.class = # and SPA.z < # and SPA.specObjID = PA.specObjID and SPA.specObjID = SA.specObjID"
2019-05-05 08:22:00,2
2019-05-05 08:24:00,1
2019-05-05 08:36:00,1
2019-05-05 08:43:00,1
2019-05-05 08:57:00,1
