506,"SELECT p.* FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-02-22 16:28:00,1
2019-02-22 16:29:00,10
2019-02-22 16:30:00,13
2019-02-22 16:31:00,4
2019-02-22 16:32:00,10
2019-02-22 16:33:00,79
2019-02-22 16:34:00,94
2019-02-22 16:35:00,93
2019-02-22 16:36:00,92
2019-02-22 16:37:00,92
2019-02-22 16:38:00,18
