18674,"SELECT p.objid, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-08-20 18:22:00,3
2019-08-20 18:23:00,3
2019-08-20 18:24:00,1
2019-08-20 18:25:00,2
2019-08-20 18:26:00,2
2019-08-20 18:28:00,1
2019-08-20 18:39:00,1
2019-08-20 19:02:00,1
2019-08-20 19:03:00,2
2019-08-20 19:04:00,2
2019-08-20 19:06:00,2
2019-08-20 19:10:00,4
2019-08-20 19:11:00,2
2019-08-20 19:12:00,1
2019-08-20 19:13:00,2
2019-08-20 19:15:00,2
2019-08-20 19:16:00,3
2019-08-20 19:17:00,4
2019-08-20 19:18:00,2
2019-08-20 19:19:00,4
2019-08-20 19:20:00,2
2019-08-20 19:21:00,3
2019-08-20 19:22:00,3
2019-08-20 19:24:00,3
2019-08-20 19:25:00,2
2019-08-20 19:26:00,1
2019-08-20 19:27:00,2
2019-08-20 19:28:00,2
2019-08-20 19:29:00,3
2019-08-20 19:30:00,4
2019-08-20 19:31:00,2
2019-08-20 19:32:00,3
2019-08-20 19:33:00,2
2019-08-20 19:35:00,2
2019-08-20 19:36:00,1
2019-08-20 19:37:00,3
2019-08-20 19:38:00,3
2019-08-20 19:39:00,2
2019-08-20 19:40:00,2
2019-08-20 19:41:00,1
2019-08-20 19:42:00,1
2019-08-20 19:43:00,3
2019-08-20 19:44:00,2
2019-08-20 19:45:00,1
2019-08-20 19:46:00,1
2019-08-20 19:47:00,1
2019-08-20 19:48:00,3
2019-08-20 19:50:00,3
2019-08-20 19:52:00,2
2019-08-20 19:53:00,3
2019-08-20 19:55:00,2
2019-08-20 19:56:00,1
2019-08-20 19:58:00,2
2019-08-20 19:59:00,1
2019-08-20 20:01:00,3
2019-08-20 20:03:00,1
2019-08-20 20:04:00,1
2019-08-20 20:08:00,1
2019-08-20 20:09:00,2
2019-08-20 20:10:00,1
2019-08-20 20:11:00,1
2019-08-20 20:16:00,2
2019-08-20 20:17:00,1
2019-08-20 20:19:00,2
2019-08-20 20:20:00,2
2019-08-20 20:21:00,1
2019-08-20 20:26:00,1
2019-08-20 20:27:00,2
2019-08-20 20:31:00,2
2019-08-20 20:32:00,2
2019-08-20 20:33:00,2
2019-08-20 20:34:00,2
2019-08-20 20:35:00,1
2019-08-20 20:36:00,3
2019-08-20 20:38:00,2
2019-08-20 20:39:00,4
2019-08-20 20:40:00,1
2019-08-20 20:41:00,4
2019-08-20 20:42:00,3
2019-08-20 20:44:00,2
2019-08-20 20:45:00,3
2019-08-20 20:46:00,3
2019-08-20 20:47:00,2
2019-08-20 22:08:00,1
2019-08-20 22:11:00,1
2019-08-20 23:04:00,1
2019-08-21 02:19:00,1
2019-08-21 02:24:00,2
2019-08-21 02:25:00,3
2019-08-21 02:27:00,1
2019-08-21 02:49:00,2
2019-08-21 02:51:00,3
2019-08-21 02:52:00,1
2019-08-21 02:53:00,1
2019-08-21 03:00:00,1
2019-08-21 03:04:00,1
2019-08-21 03:51:00,1
2019-08-21 03:58:00,1
2019-08-21 05:32:00,1
2019-08-21 05:52:00,1
2019-08-21 08:44:00,1
2019-08-21 08:45:00,1
2019-08-21 08:46:00,1
2019-08-21 09:44:00,1
2019-08-21 10:48:00,1
2019-08-21 10:51:00,1
2019-08-21 11:39:00,1
2019-08-21 11:40:00,3
2019-08-21 11:41:00,2
2019-08-21 11:42:00,1
2019-08-21 11:43:00,1
2019-08-21 11:44:00,2
2019-08-21 11:46:00,1
2019-08-21 11:47:00,2
2019-08-21 11:48:00,1
2019-08-21 11:49:00,1
2019-08-21 11:51:00,1
2019-08-21 11:53:00,1
2019-08-21 11:55:00,2
2019-08-21 11:58:00,2
2019-08-21 12:00:00,1
2019-08-21 12:01:00,2
2019-08-21 12:02:00,1
2019-08-21 12:03:00,2
2019-08-21 12:04:00,1
2019-08-21 12:05:00,2
2019-08-21 12:06:00,1
2019-08-21 12:07:00,2
2019-08-21 12:08:00,2
2019-08-21 12:09:00,1
2019-08-21 12:10:00,2
2019-08-21 12:11:00,2
2019-08-21 12:12:00,1
2019-08-21 12:13:00,2
2019-08-21 12:14:00,1
2019-08-21 12:15:00,2
2019-08-21 12:16:00,1
2019-08-21 12:17:00,2
2019-08-21 12:18:00,2
2019-08-21 12:20:00,1
2019-08-21 12:21:00,1
2019-08-21 13:21:00,1
2019-08-21 13:22:00,1
2019-08-21 13:23:00,1
2019-08-21 13:24:00,1
2019-08-21 14:32:00,1
2019-08-21 14:33:00,1
2019-08-21 14:34:00,1
2019-08-21 14:35:00,1
2019-08-21 14:36:00,1
2019-08-21 14:37:00,1
2019-08-21 14:38:00,2
2019-08-21 14:39:00,2
2019-08-21 14:41:00,2
2019-08-21 14:42:00,2
2019-08-21 14:43:00,1
2019-08-21 14:44:00,2
2019-08-21 14:46:00,2
2019-08-21 14:47:00,1
2019-08-21 14:48:00,1
2019-08-21 14:50:00,1
2019-08-21 14:51:00,1
2019-08-21 14:52:00,2
2019-08-21 14:53:00,1
2019-08-21 14:54:00,2
2019-08-21 15:11:00,1
2019-08-21 15:13:00,1
2019-08-21 15:14:00,2
2019-08-21 15:15:00,2
2019-08-21 15:16:00,2
2019-08-21 15:17:00,1
2019-08-21 15:18:00,1
2019-08-21 15:19:00,2
2019-08-21 15:20:00,2
2019-08-21 15:21:00,2
2019-08-21 15:22:00,2
2019-08-21 15:23:00,3
2019-08-21 15:24:00,2
2019-08-21 15:25:00,2
2019-08-21 15:27:00,2
2019-08-21 15:29:00,3
2019-08-21 15:30:00,1
2019-08-21 15:31:00,1
2019-08-21 15:32:00,2
2019-08-21 15:33:00,1
2019-08-21 15:34:00,1
2019-08-21 15:35:00,1
2019-08-21 15:36:00,1
2019-08-21 15:37:00,1
2019-08-21 15:38:00,1
2019-08-21 15:39:00,2
2019-08-21 15:40:00,1
2019-08-21 15:41:00,1
2019-08-21 15:42:00,1
2019-08-21 15:43:00,2
2019-08-21 15:48:00,1
2019-08-21 17:01:00,1
2019-08-21 17:02:00,1
2019-08-21 17:03:00,2
2019-08-21 17:05:00,1
2019-08-21 17:06:00,2
2019-08-21 17:07:00,2
2019-08-21 17:08:00,2
2019-08-21 17:09:00,1
2019-08-21 17:10:00,2
2019-08-21 17:11:00,1
2019-08-21 17:12:00,1
2019-08-21 17:17:00,2
2019-08-21 17:18:00,2
2019-08-21 17:19:00,2
2019-08-21 17:20:00,1
2019-08-21 17:22:00,2
2019-08-21 17:23:00,1
2019-08-21 17:24:00,2
2019-08-21 17:25:00,2
2019-08-21 17:26:00,3
2019-08-21 17:27:00,1
2019-08-21 17:28:00,2
2019-08-21 17:29:00,2
2019-08-21 17:30:00,3
2019-08-21 17:32:00,1
2019-08-21 17:33:00,3
2019-08-21 17:34:00,1
2019-08-21 17:35:00,1
2019-08-21 17:36:00,1
2019-08-21 17:37:00,1
2019-08-21 17:38:00,1
2019-08-21 17:39:00,1
2019-08-21 17:41:00,1
2019-08-21 17:44:00,1
2019-08-21 17:46:00,1
2019-08-21 17:47:00,4
2019-08-21 17:48:00,3
2019-08-21 17:53:00,1
2019-08-21 17:54:00,1
2019-08-21 17:56:00,3
2019-08-21 17:57:00,1
2019-08-21 17:58:00,2
2019-08-21 18:04:00,2
2019-08-21 18:05:00,1
2019-08-21 18:10:00,1
2019-08-21 18:11:00,1
2019-08-21 18:12:00,2
2019-08-21 18:13:00,2
2019-08-21 18:14:00,1
2019-08-21 18:15:00,1
2019-08-21 18:16:00,3
2019-08-21 18:17:00,2
2019-08-21 18:18:00,1
2019-08-21 18:19:00,2
2019-08-21 18:20:00,1
2019-08-21 18:29:00,1
2019-08-21 18:30:00,1
2019-08-21 18:55:00,1
2019-08-21 18:57:00,1
2019-08-21 19:05:00,1
2019-08-21 19:07:00,1
2019-08-21 19:08:00,1
2019-08-21 19:09:00,2
2019-08-21 19:10:00,1
2019-08-21 19:11:00,2
2019-08-21 19:12:00,2
2019-08-21 19:14:00,3
2019-08-21 19:18:00,2
2019-08-21 19:19:00,2
2019-08-21 19:20:00,1
2019-08-21 19:21:00,2
2019-08-21 19:31:00,1
2019-08-21 19:34:00,2
2019-08-21 19:36:00,2
2019-08-21 19:41:00,1
2019-08-21 19:42:00,1
2019-08-21 19:53:00,1
2019-08-21 19:54:00,1
2019-08-21 19:58:00,1
2019-08-21 20:00:00,2
2019-08-21 20:01:00,1
2019-08-21 20:03:00,2
2019-08-21 20:05:00,2
2019-08-21 20:07:00,1
2019-08-21 22:34:00,1
2019-08-21 23:17:00,1
2019-08-21 23:31:00,1
2019-08-21 23:40:00,1
2019-08-21 23:43:00,1
2019-08-22 06:38:00,1
2019-08-22 07:17:00,1
2019-08-22 08:09:00,1
2019-08-22 08:51:00,1
2019-08-22 08:59:00,1
2019-08-22 10:11:00,1
2019-08-22 10:43:00,1
2019-08-22 11:44:00,1
2019-08-22 13:40:00,1
2019-08-22 13:57:00,1
2019-08-22 14:01:00,1
2019-08-22 15:35:00,1
2019-08-22 15:36:00,1
2019-08-22 15:37:00,2
2019-08-22 15:38:00,1
2019-08-22 15:43:00,1
2019-08-22 15:46:00,1
2019-08-22 16:04:00,1
2019-08-22 16:06:00,1
2019-08-22 16:08:00,1
2019-08-22 16:09:00,1
2019-08-22 16:47:00,2
2019-08-22 16:49:00,3
2019-08-22 16:50:00,2
2019-08-22 16:51:00,1
2019-08-22 16:52:00,1
2019-08-22 16:53:00,4
2019-08-22 16:54:00,1
2019-08-22 16:56:00,1
2019-08-22 16:57:00,2
2019-08-22 17:00:00,1
2019-08-22 17:03:00,1
2019-08-22 17:04:00,2
2019-08-22 17:05:00,2
2019-08-22 17:06:00,1
2019-08-22 17:07:00,2
2019-08-22 17:08:00,3
2019-08-22 17:09:00,2
2019-08-22 17:10:00,2
2019-08-22 17:11:00,3
2019-08-22 17:12:00,1
2019-08-22 17:13:00,3
2019-08-22 17:14:00,3
2019-08-22 17:15:00,3
2019-08-22 17:17:00,2
2019-08-22 17:18:00,1
2019-08-22 17:20:00,1
2019-08-22 17:21:00,2
2019-08-22 17:22:00,2
2019-08-22 17:24:00,1
2019-08-22 17:25:00,2
2019-08-22 17:27:00,2
2019-08-22 17:30:00,3
2019-08-22 17:31:00,1
2019-08-22 17:32:00,3
2019-08-22 17:33:00,3
2019-08-22 17:34:00,1
2019-08-22 17:35:00,1
2019-08-22 17:36:00,2
2019-08-22 17:37:00,1
2019-08-22 17:38:00,3
2019-08-22 17:39:00,1
2019-08-22 17:40:00,1
2019-08-22 17:41:00,2
2019-08-22 17:42:00,1
2019-08-22 17:46:00,1
2019-08-22 17:47:00,2
2019-08-22 18:15:00,1
2019-08-22 18:16:00,2
2019-08-22 18:17:00,1
2019-08-22 18:18:00,2
2019-08-22 18:20:00,1
2019-08-22 18:22:00,1
2019-08-22 18:23:00,1
2019-08-22 18:28:00,1
2019-08-22 18:34:00,2
2019-08-22 18:35:00,3
2019-08-22 18:44:00,1
2019-08-22 18:45:00,3
2019-08-22 18:47:00,1
2019-08-22 18:48:00,1
2019-08-22 18:49:00,3
2019-08-22 18:50:00,3
2019-08-22 18:53:00,2
2019-08-22 18:54:00,1
2019-08-22 18:55:00,3
2019-08-22 18:56:00,2
2019-08-22 18:57:00,1
2019-08-22 18:58:00,2
2019-08-22 19:02:00,2
2019-08-22 19:04:00,1
2019-08-22 19:05:00,1
2019-08-22 19:06:00,2
2019-08-22 19:07:00,2
2019-08-22 19:08:00,3
2019-08-22 20:34:00,1
2019-08-22 22:33:00,1
2019-08-22 22:40:00,1
2019-08-22 22:47:00,1
2019-08-22 23:22:00,1
2019-08-23 06:24:00,1
2019-08-23 07:04:00,1
2019-08-23 07:25:00,1
2019-08-23 09:53:00,1
2019-08-23 10:23:00,1
2019-08-23 10:50:00,1
2019-08-23 11:46:00,1
2019-08-23 12:40:00,2
2019-08-23 12:50:00,1
2019-08-23 12:54:00,1
2019-08-23 13:00:00,3
2019-08-23 13:01:00,1
2019-08-23 13:02:00,1
2019-08-23 13:03:00,2
2019-08-23 13:05:00,3
2019-08-23 13:11:00,2
2019-08-23 13:12:00,2
2019-08-23 13:13:00,2
2019-08-23 13:42:00,1
2019-08-23 13:44:00,2
2019-08-23 13:46:00,1
2019-08-23 13:47:00,4
2019-08-23 13:49:00,1
2019-08-23 13:50:00,1
2019-08-23 13:58:00,1
2019-08-23 14:17:00,2
2019-08-23 14:18:00,1
2019-08-23 14:19:00,2
2019-08-23 14:21:00,3
2019-08-23 14:22:00,2
2019-08-23 14:23:00,2
2019-08-23 14:26:00,1
2019-08-23 14:28:00,1
2019-08-23 14:29:00,1
2019-08-23 14:31:00,3
2019-08-23 14:32:00,2
2019-08-23 14:33:00,2
2019-08-23 14:34:00,2
2019-08-23 14:44:00,1
2019-08-23 14:45:00,1
2019-08-23 14:46:00,2
2019-08-23 14:50:00,2
2019-08-23 14:51:00,1
2019-08-23 14:52:00,2
2019-08-23 14:53:00,1
2019-08-23 14:54:00,2
2019-08-23 14:55:00,1
2019-08-23 14:59:00,1
2019-08-23 15:00:00,1
2019-08-23 15:01:00,3
2019-08-23 15:02:00,2
2019-08-23 15:03:00,3
2019-08-23 15:04:00,1
2019-08-23 15:05:00,2
2019-08-23 15:06:00,3
2019-08-23 15:08:00,3
2019-08-23 15:09:00,2
2019-08-23 15:10:00,2
2019-08-23 15:11:00,3
2019-08-23 15:12:00,2
2019-08-23 15:13:00,1
2019-08-23 15:14:00,3
2019-08-23 15:15:00,1
2019-08-23 15:16:00,2
2019-08-23 15:18:00,1
2019-08-23 15:19:00,2
2019-08-23 15:20:00,2
2019-08-23 15:21:00,1
2019-08-23 15:22:00,2
2019-08-23 15:25:00,2
2019-08-23 15:26:00,2
2019-08-23 15:27:00,4
2019-08-23 15:28:00,1
2019-08-23 15:40:00,1
2019-08-23 15:41:00,1
2019-08-23 15:42:00,1
2019-08-23 15:56:00,1
2019-08-23 17:32:00,2
2019-08-23 17:33:00,3
2019-08-23 17:35:00,2
2019-08-23 17:36:00,1
2019-08-23 17:37:00,3
2019-08-23 17:38:00,2
2019-08-23 17:39:00,2
2019-08-23 17:41:00,1
2019-08-23 17:42:00,2
2019-08-23 17:43:00,2
2019-08-23 17:44:00,1
2019-08-23 17:45:00,2
2019-08-23 17:46:00,2
2019-08-23 17:49:00,2
2019-08-23 17:50:00,2
2019-08-23 17:51:00,2
2019-08-23 17:52:00,2
2019-08-23 17:53:00,3
2019-08-23 17:58:00,2
2019-08-23 17:59:00,1
2019-08-23 18:00:00,1
2019-08-23 18:01:00,4
2019-08-23 18:03:00,1
2019-08-23 18:04:00,2
2019-08-23 18:05:00,2
2019-08-23 18:06:00,1
2019-08-23 18:07:00,1
2019-08-23 18:08:00,2
2019-08-23 18:09:00,2
2019-08-23 18:10:00,3
2019-08-23 18:11:00,3
2019-08-23 18:12:00,3
2019-08-23 18:14:00,1
2019-08-23 18:23:00,1
2019-08-23 18:24:00,3
2019-08-23 18:27:00,2
2019-08-23 18:28:00,1
2019-08-23 18:29:00,2
2019-08-23 18:30:00,1
2019-08-23 18:31:00,1
2019-08-23 18:32:00,1
2019-08-23 18:33:00,1
2019-08-23 18:34:00,2
2019-08-23 18:35:00,1
2019-08-23 18:36:00,2
2019-08-23 18:37:00,2
2019-08-23 18:38:00,2
2019-08-23 18:39:00,3
2019-08-23 18:40:00,1
2019-08-23 18:41:00,4
2019-08-23 18:42:00,2
2019-08-23 18:43:00,1
2019-08-23 18:44:00,2
2019-08-23 18:45:00,2
2019-08-23 18:46:00,3
2019-08-23 18:47:00,2
2019-08-23 18:49:00,1
2019-08-23 18:50:00,2
2019-08-23 18:52:00,2
2019-08-23 18:53:00,3
2019-08-23 18:54:00,3
2019-08-23 18:55:00,1
2019-08-23 18:56:00,1
2019-08-23 19:00:00,2
2019-08-23 19:01:00,2
2019-08-23 19:05:00,1
2019-08-23 19:10:00,2
2019-08-23 19:11:00,1
2019-08-23 19:12:00,4
2019-08-23 19:13:00,2
2019-08-23 19:14:00,3
2019-08-23 19:15:00,3
2019-08-23 19:16:00,1
2019-08-23 19:17:00,1
2019-08-23 19:18:00,4
2019-08-23 19:19:00,1
2019-08-23 19:20:00,1
2019-08-23 19:21:00,2
2019-08-23 19:22:00,2
2019-08-23 19:23:00,2
2019-08-23 19:24:00,3
2019-08-23 19:25:00,2
2019-08-23 19:26:00,3
2019-08-23 19:27:00,2
2019-08-23 19:42:00,2
2019-08-23 19:43:00,1
2019-08-23 19:44:00,1
2019-08-23 19:45:00,1
2019-08-23 19:46:00,1
2019-08-23 19:47:00,3
2019-08-23 19:48:00,2
2019-08-23 19:49:00,3
2019-08-23 19:50:00,2
2019-08-23 19:51:00,2
2019-08-23 19:53:00,1
2019-08-23 19:54:00,2
2019-08-23 19:55:00,3
2019-08-23 19:56:00,4
2019-08-23 19:57:00,2
2019-08-23 19:58:00,3
2019-08-23 19:59:00,3
2019-08-23 20:00:00,2
2019-08-23 20:01:00,2
2019-08-23 20:03:00,2
2019-08-23 20:04:00,3
2019-08-23 20:05:00,3
2019-08-23 20:06:00,2
2019-08-23 20:07:00,4
2019-08-23 20:08:00,3
2019-08-23 20:09:00,1
2019-08-23 20:10:00,2
2019-08-23 20:11:00,2
2019-08-23 20:12:00,1
2019-08-24 13:43:00,1
2019-08-24 13:44:00,1
2019-08-24 15:45:00,1
2019-08-24 16:04:00,1
2019-08-24 16:13:00,1
2019-08-24 16:22:00,1
2019-08-24 16:23:00,1
2019-08-24 18:51:00,1
2019-08-24 18:52:00,1
2019-08-24 18:53:00,1
2019-08-25 05:55:00,1
2019-08-25 06:07:00,1
2019-08-25 11:07:00,1
2019-08-25 18:48:00,1
2019-08-25 19:06:00,1
2019-08-25 19:36:00,1
2019-08-25 20:07:00,1
2019-08-26 08:42:00,1
2019-08-26 09:15:00,1
2019-08-26 09:24:00,1
2019-08-26 09:44:00,1
2019-08-26 10:09:00,1
2019-08-26 10:15:00,1
2019-08-26 10:33:00,1
2019-08-26 10:49:00,1
2019-08-26 10:57:00,1
2019-08-26 11:11:00,1
2019-08-26 12:59:00,1
2019-08-26 13:14:00,1
2019-08-26 13:23:00,1
2019-08-26 13:49:00,3
2019-08-26 13:53:00,1
2019-08-26 13:57:00,1
2019-08-26 14:29:00,1
2019-08-26 14:34:00,1
2019-08-26 15:08:00,1
2019-08-26 16:51:00,2
2019-08-26 17:12:00,1
2019-08-26 17:14:00,1
2019-08-26 17:17:00,1
2019-08-26 20:31:00,1
2019-08-27 06:37:00,1
2019-08-27 07:08:00,1
2019-08-27 07:11:00,1
2019-08-27 07:22:00,1
2019-08-27 07:29:00,1
2019-08-27 07:31:00,1
2019-08-27 07:44:00,1
2019-08-27 08:01:00,1
2019-08-27 08:07:00,1
2019-08-27 08:11:00,1
2019-08-27 08:26:00,1
2019-08-27 08:36:00,1
2019-08-27 08:38:00,1
2019-08-27 08:47:00,1
2019-08-27 08:55:00,1
2019-08-27 08:59:00,1
2019-08-27 09:09:00,1
2019-08-27 09:16:00,2
2019-08-27 09:21:00,1
2019-08-27 09:29:00,1
2019-08-27 09:40:00,1
2019-08-27 09:59:00,1
2019-08-27 10:39:00,1
2019-08-27 10:43:00,1
2019-08-27 11:11:00,1
2019-08-27 11:33:00,1
2019-08-27 11:34:00,1
2019-08-27 11:57:00,1
2019-08-27 12:41:00,1
2019-08-27 13:33:00,1
2019-08-27 14:02:00,1
2019-08-27 14:04:00,1
2019-08-27 14:05:00,1
2019-08-27 14:06:00,1
2019-08-27 14:07:00,1
2019-08-27 14:08:00,1
2019-08-27 14:09:00,1
2019-08-27 14:10:00,1
2019-08-27 14:17:00,1
2019-08-27 14:20:00,1
2019-08-27 14:22:00,1
2019-08-27 14:30:00,1
2019-08-27 14:31:00,1
2019-08-27 14:42:00,1
2019-08-27 14:43:00,1
2019-08-27 14:45:00,2
2019-08-27 14:47:00,1
2019-08-27 14:55:00,1
2019-08-27 15:07:00,1
2019-08-27 15:10:00,1
2019-08-27 15:12:00,1
2019-08-27 15:17:00,1
2019-08-27 15:18:00,2
2019-08-27 15:19:00,1
2019-08-27 15:20:00,1
2019-08-27 15:21:00,1
2019-08-27 15:41:00,1
2019-08-27 16:35:00,1
2019-08-27 18:52:00,1
2019-08-27 20:07:00,1
2019-08-27 23:40:00,1
2019-08-27 23:56:00,1
2019-08-28 00:00:00,1
2019-08-28 00:03:00,1
2019-08-28 00:05:00,1
2019-08-28 00:07:00,1
2019-08-28 00:10:00,1
2019-08-28 00:14:00,1
2019-08-28 00:16:00,1
2019-08-28 00:27:00,1
2019-08-28 00:32:00,1
2019-08-28 00:47:00,1
2019-08-28 00:52:00,1
2019-08-28 01:01:00,1
2019-08-28 01:06:00,1
2019-08-28 01:13:00,1
2019-08-28 01:22:00,1
2019-08-28 01:42:00,1
2019-08-28 02:01:00,1
2019-08-28 02:09:00,1
2019-08-28 02:34:00,1
2019-08-28 02:45:00,1
2019-08-28 02:47:00,1
2019-08-28 02:54:00,1
2019-08-28 02:57:00,1
2019-08-28 03:10:00,1
2019-08-28 05:47:00,1
2019-08-28 06:42:00,1
2019-08-28 06:45:00,1
2019-08-28 06:49:00,1
2019-08-28 07:01:00,1
2019-08-28 07:19:00,1
2019-08-28 07:22:00,1
2019-08-28 07:45:00,1
2019-08-28 07:51:00,1
2019-08-28 07:57:00,1
2019-08-28 08:00:00,1
2019-08-28 08:16:00,1
2019-08-28 08:23:00,1
2019-08-28 08:44:00,1
2019-08-28 09:09:00,1
2019-08-28 09:58:00,1
2019-08-28 10:03:00,1
2019-08-28 10:40:00,1
2019-08-28 10:49:00,1
2019-08-28 10:51:00,1
2019-08-28 11:50:00,1
2019-08-28 12:01:00,1
2019-08-28 12:05:00,1
2019-08-28 12:55:00,1
2019-08-28 13:20:00,1
2019-08-28 13:32:00,1
2019-08-28 13:49:00,1
2019-08-28 14:07:00,1
2019-08-28 14:19:00,1
2019-08-28 14:21:00,1
2019-08-28 14:23:00,1
2019-08-28 14:24:00,1
2019-08-28 14:26:00,1
2019-08-28 16:14:00,1
2019-08-28 16:33:00,1
2019-08-28 16:41:00,1
2019-08-28 17:41:00,1
2019-08-28 20:00:00,1
2019-08-28 20:10:00,1
2019-08-28 23:14:00,1
2019-08-29 00:43:00,1
2019-08-29 00:47:00,1
2019-08-29 01:29:00,1
2019-08-29 03:17:00,1
2019-08-29 03:36:00,1
2019-08-29 03:49:00,1
2019-08-29 07:24:00,1
2019-08-29 07:29:00,1
2019-08-29 07:32:00,1
2019-08-29 07:33:00,1
2019-08-29 07:42:00,1
2019-08-29 08:14:00,1
2019-08-29 08:41:00,1
2019-08-29 09:55:00,1
2019-08-29 10:05:00,1
2019-08-29 10:19:00,1
2019-08-29 11:37:00,1
2019-08-29 12:50:00,1
2019-08-29 14:16:00,1
2019-08-29 14:18:00,1
2019-08-29 14:28:00,1
2019-08-29 14:32:00,1
2019-08-29 14:33:00,1
2019-08-29 14:53:00,1
2019-08-29 15:48:00,1
2019-08-29 18:46:00,1
2019-08-29 20:23:00,1
2019-08-30 01:43:00,1
2019-08-30 01:51:00,1
2019-08-30 02:02:00,1
2019-08-30 02:08:00,1
2019-08-30 02:20:00,1
2019-08-30 02:40:00,1
2019-08-30 04:43:00,1
2019-08-30 06:11:00,1
2019-08-30 09:16:00,1
2019-08-30 09:22:00,1
2019-08-30 09:35:00,1
2019-08-30 09:56:00,1
2019-08-30 10:01:00,1
2019-08-30 10:19:00,1
2019-08-30 10:29:00,1
2019-08-30 10:53:00,1
2019-08-30 11:36:00,1
2019-08-30 11:42:00,1
2019-08-30 12:17:00,2
2019-08-30 12:23:00,1
2019-08-30 12:54:00,1
2019-08-30 13:37:00,1
2019-08-30 14:12:00,1
2019-08-30 14:16:00,1
2019-08-30 14:17:00,1
2019-08-30 14:54:00,1
2019-08-30 21:26:00,1
2019-08-31 01:36:00,1
2019-08-31 02:23:00,1
2019-08-31 02:36:00,1
2019-08-31 02:45:00,1
2019-08-31 03:05:00,1
2019-08-31 06:04:00,1
2019-08-31 07:34:00,1
2019-08-31 08:28:00,1
2019-08-31 08:52:00,1
2019-08-31 14:26:00,2
2019-08-31 14:32:00,1
2019-08-31 14:34:00,1
2019-08-31 14:35:00,1
2019-08-31 14:37:00,1
2019-08-31 14:40:00,1
2019-08-31 14:41:00,1
2019-08-31 14:43:00,1
2019-08-31 14:45:00,1
2019-08-31 14:46:00,1
2019-08-31 14:52:00,1
2019-08-31 14:57:00,1
2019-08-31 14:59:00,1
2019-08-31 15:00:00,3
2019-08-31 15:03:00,2
2019-08-31 15:04:00,1
2019-08-31 15:05:00,1
2019-08-31 15:06:00,1
2019-08-31 15:23:00,2
2019-08-31 15:25:00,2
2019-08-31 15:26:00,2
2019-08-31 15:29:00,1
2019-08-31 15:30:00,2
2019-08-31 15:31:00,1
2019-08-31 15:35:00,1
2019-08-31 15:36:00,1
2019-08-31 15:37:00,2
2019-08-31 15:38:00,2
2019-08-31 15:39:00,1
2019-08-31 15:40:00,1
2019-08-31 15:41:00,1
2019-08-31 15:43:00,3
2019-08-31 15:44:00,1
2019-08-31 15:47:00,1
2019-08-31 15:49:00,2
2019-08-31 15:57:00,1
2019-08-31 15:58:00,2
2019-08-31 16:00:00,2
2019-08-31 16:01:00,2
2019-08-31 16:02:00,1
2019-08-31 16:07:00,1
2019-08-31 16:08:00,1
2019-08-31 16:09:00,2
2019-08-31 16:10:00,1
2019-08-31 16:11:00,1
2019-08-31 16:14:00,1
2019-08-31 16:15:00,2
2019-08-31 16:17:00,2
2019-08-31 16:18:00,1
2019-08-31 16:19:00,1
2019-08-31 16:20:00,1
2019-08-31 16:21:00,1
2019-08-31 16:22:00,1
2019-08-31 16:23:00,1
2019-08-31 16:24:00,2
2019-08-31 16:25:00,1
2019-08-31 16:26:00,1
2019-08-31 16:27:00,2
2019-08-31 16:29:00,2
2019-08-31 16:30:00,1
2019-08-31 16:31:00,1
2019-08-31 16:32:00,1
2019-08-31 16:33:00,2
2019-08-31 16:34:00,2
2019-08-31 16:36:00,2
2019-08-31 16:37:00,2
2019-08-31 16:39:00,2
2019-08-31 16:41:00,2
2019-08-31 16:42:00,2
2019-08-31 16:45:00,1
2019-08-31 16:46:00,1
2019-08-31 16:47:00,1
2019-08-31 19:04:00,1
2019-08-31 21:19:00,1
2019-08-31 23:34:00,1
2019-08-31 23:35:00,2
2019-08-31 23:36:00,1
2019-08-31 23:40:00,1
2019-08-31 23:41:00,1
2019-08-31 23:42:00,1
2019-08-31 23:46:00,2
2019-08-31 23:49:00,1
2019-08-31 23:50:00,1
2019-08-31 23:51:00,1
2019-08-31 23:57:00,1
2019-08-31 23:58:00,1
2019-08-31 23:59:00,1
2019-09-01 00:01:00,2
2019-09-01 00:02:00,1
2019-09-01 00:04:00,1
2019-09-01 00:07:00,2
2019-09-01 00:10:00,1
2019-09-01 00:11:00,1
2019-09-01 00:22:00,2
2019-09-01 00:23:00,1
2019-09-01 00:24:00,1
2019-09-01 00:25:00,2
2019-09-01 00:26:00,2
2019-09-01 00:27:00,1
2019-09-01 00:28:00,1
2019-09-01 00:29:00,1
2019-09-01 00:30:00,2
2019-09-01 00:31:00,1
2019-09-01 00:32:00,1
2019-09-01 00:33:00,1
2019-09-01 00:34:00,1
2019-09-01 00:36:00,1
2019-09-01 00:37:00,1
2019-09-01 00:38:00,1
2019-09-01 00:39:00,2
2019-09-01 00:40:00,1
2019-09-01 00:42:00,1
2019-09-01 00:43:00,1
2019-09-01 00:44:00,2
2019-09-01 00:45:00,2
2019-09-01 00:46:00,3
2019-09-01 00:47:00,2
2019-09-01 00:49:00,2
