2,"SELECT TOP # p.objID, p.skyVersion, p.ra, p.raErr, p.dec, p.decErr, p.modelMag_g, s.specObjID, s.firstRelease, s.z, s.zErr FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjID = p.objID WHERE p.modelMag_g BETWEEN # AND # AND s.z BETWEEN # AND # AND s.class = #"
2019-11-25 04:54:00,1
2019-11-25 04:55:00,1
