15,"SELECT p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.clean, p.flags, z.z as photoz, z.zErr as photozErr, s.specObjID as specObjID, s.z as specz, s.zErr as speczErr, dbo.fPhotoFlagsN (p.flags) as note from Galaxy as p LEFT OUTER JOIN photoz as z ON z.ObjID = p.ObjID LEFT OUTER JOIN specObjAll as s ON s.bestObjID = p.ObjID WHERE ( (# - # < = p.ra and p.ra < = #) or (# < = p.ra and p.ra < = #) ) and # < = p.dec and p.dec < = #"
2019-01-03 05:57:00,1
2019-01-03 06:53:00,1
2019-01-03 10:11:00,1
2019-01-03 10:46:00,1
2019-03-27 11:30:00,1
2019-03-27 11:51:00,1
2019-03-27 11:52:00,1
2019-03-27 12:14:00,1
2019-03-27 12:29:00,1
2019-04-08 08:26:00,1
2019-04-08 08:57:00,1
2019-05-02 10:55:00,1
2019-05-06 05:46:00,1
2019-05-06 07:24:00,1
2019-05-06 10:35:00,1
