3,"SELECT p.objID, p.ra, p.dec, p.type, p.skyVersion, p.run, p.rerun, p.camcol, p.field, p.obj, p.mode, p.flags, s.specObjID, s.sourceType, s.targetType, s.class, s.subClass, z.dr7objid, z.nvote_tot, z.p_el, z.p_cw, z.p_acw, z.p_edge, z.p_dk, z.p_mg, z.p_cs, s.velDisp, s.z, s.waveMin, s.waveMax, s.elodieObject, s.elodieSpType, s.elodieBV, s.elodieTEff FROM PhotoObj AS p JOIN SpecObjAll AS s ON s.bestobjid = p.objid JOIN zooVotes as z ON z.objid = p.objid where p.type = # and p.mode = # and p.objID = #"
2019-07-30 13:27:00,1
2019-07-30 13:35:00,2
