15,"select z, specObjID, ra, dec from SpecPhotoAll where ra BETWEEN # and # AND dec BETWEEN # and # AND z> .# AND z< .#"
2019-04-19 22:25:00,2
2019-04-19 22:40:00,3
2019-04-19 22:57:00,1
2019-04-19 22:58:00,1
2019-04-22 03:46:00,1
2019-05-15 06:06:00,1
2019-07-17 23:08:00,1
2019-07-17 23:09:00,1
2019-07-19 21:26:00,1
2019-07-19 21:42:00,1
2019-07-19 21:51:00,2
