17,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from galaxy p"
2019-02-02 18:55:00,1
2019-03-26 08:09:00,1
2019-03-26 08:17:00,1
2019-03-26 08:26:00,1
2019-03-26 08:42:00,1
2019-03-26 08:44:00,1
2019-04-02 08:26:00,1
2019-04-02 08:40:00,1
2019-04-11 10:24:00,1
2019-04-24 00:45:00,1
2019-07-28 17:51:00,1
2019-09-02 04:19:00,1
2019-09-02 04:20:00,1
2019-09-09 04:40:00,1
2019-09-19 13:32:00,2
2019-09-20 07:07:00,1
