11,"SELECT TOP # s.ra, s.dec, s.plate, s.mjd, s.fiberid FROM BESTDR8..SpecObj as s JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE (s.class = #) ORDER BY x.up_id"
2019-09-12 18:40:00,1
2019-09-12 18:41:00,1
2019-09-12 18:43:00,1
2019-09-12 18:47:00,1
2019-09-12 18:48:00,4
2019-09-12 18:49:00,3
