8,"select top # ra as X_WIN, dec as Y_WIN, psfMag_g as MAG_AUTO, psfMagErr_g as MAGERR_AUTO from PhotoObj where (ra between # and #) and (dec between # and #) and (psfMag_g between # and #)"
2019-05-10 02:24:00,1
2019-05-12 02:10:00,2
2019-05-13 04:34:00,1
2019-05-13 04:46:00,1
2019-12-19 01:42:00,1
2019-12-19 01:49:00,1
2019-12-19 02:39:00,1
