11,"select TOP # PhotoObj.modelMag_u, PhotoObj.modelMag_g, PhotoObj.modelMag_r, PhotoObj.modelMag_i, PhotoObj.modelMag_z, specObj.z from photoObj, specObj where specObj.bestObjid = PhotoObj.ObjID and class = # and specObj.zWarning = # and specobj.z between # and #"
2019-02-20 20:31:00,1
2019-02-20 20:32:00,2
2019-02-20 20:33:00,1
2019-02-20 20:35:00,2
2019-02-20 20:36:00,3
2019-02-20 20:39:00,1
2019-02-20 20:40:00,1
