5,"select p.objID, p.ra, p.dec, p.psfMag_u, p.psfMagErr_u, p.psfMag_g, p.psfMagErr_g, p.psfMag_r, p.psfMagErr_r, p.psfMag_i, p.psfMagErr_i, p.psfMag_z, p.psfMagErr_z FROM fGetObjFromRect (#, #, #, #) n, PhotoObj p WHERE n.objID = p.objID"
2019-01-10 02:25:00,2
2019-01-16 02:34:00,1
2019-01-16 18:21:00,1
2019-12-03 02:21:00,1
