2,"select ra, dec, specObjID, bestObjID, z, plateSN2, snMedian, snMedian_g, class, subClass, class_person, sourceType, elodieSpType, elodieTEff, elodieLogG, elodieFeH into mydb.MyTable from SpecObjAll"
2019-12-24 00:33:00,1
2019-12-24 00:34:00,1
