6,"select top # specobjid, ra, dec, run, rerun, camCol, field from specphoto where specclass = # and z> # and z< #"
2019-10-16 06:52:00,2
2019-10-16 09:50:00,1
2019-10-17 10:57:00,2
2019-12-16 09:42:00,1
