6,"select top # p.objid, p.ra, p.dec from photoobj p, specobj s, dbo.fgetNearByObjEq (#, #, #) n where p.objid = s.bestobjid and p.objid = n.objid and (s.class = #)"
2019-02-13 17:47:00,1
2019-03-18 16:28:00,1
2019-04-10 19:08:00,1
2019-09-18 01:47:00,1
2019-09-18 01:48:00,1
2019-09-18 01:51:00,1
