13,"SELECT up_id, dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) as SpecobjId FROM #upload WHERE dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # s.ra, s.dec, s.z, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.psfMagErr_u, p.psfMagErr_g, p.psfMagErr_r, p.psfMagErr_i, p.psfMagErr_z FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE s.zWarning = # AND (p.type = # OR p.type = #) ORDER BY x.up_id"
2019-03-19 09:39:00,1
2019-03-19 09:43:00,1
2019-03-19 09:44:00,1
2019-03-19 09:45:00,1
2019-03-19 09:52:00,1
2019-03-19 09:53:00,1
2019-03-19 09:54:00,2
2019-03-19 09:55:00,1
2019-03-19 09:56:00,1
2019-03-19 09:58:00,1
2019-03-19 10:01:00,1
2019-03-19 10:09:00,1
