12,"SELECT TOP # p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i, p.clean, s.z as z_spec, s.plate, s.mjd, s.fiberid FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.clean = # AND p.ra between # and # and s.z between # and # and p.g-p.r > # and p.g < #"
2019-04-10 15:06:00,4
2019-04-10 15:19:00,4
2019-04-10 15:22:00,4
