3,"select top # dbo.fGetNearestObjIdEq (#, #, #/#) as objID from star as s where (s.run = # or s.run = #) and (s.objid = objID)"
2019-09-06 15:30:00,1
2019-09-06 15:31:00,1
2019-09-06 15:32:00,1
