6,"SELECT TOP # p.objId, p.ra, p.dec, p.petror9#_r, p.g, p.r, p.err_g FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid AND s.z BETWEEN .# AND .# AND p.g/p.err_g > #"
2019-02-08 14:01:00,3
2019-02-08 14:02:00,3
