19,"select top # p.objid as name, p.ra, p.dec from star p where (p.g BETWEEN # AND #)"
2019-07-10 01:24:00,2
2019-07-11 02:01:00,1
2019-07-12 16:43:00,1
2019-07-12 16:45:00,1
2019-07-12 17:32:00,1
2019-07-12 17:35:00,1
2019-07-12 20:40:00,1
2019-09-02 19:55:00,1
2019-09-02 23:01:00,1
2019-09-02 23:03:00,1
2019-09-02 23:04:00,1
2019-09-02 23:10:00,1
2019-09-02 23:13:00,1
2019-09-02 23:14:00,2
2019-09-05 03:13:00,1
2019-09-12 01:00:00,1
2019-12-13 07:00:00,1
