8,"SELECT top # ra, dec, u, g, r, i, z FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-05-24 22:47:00,2
2019-05-24 22:48:00,1
2019-05-29 22:40:00,1
2019-05-29 22:41:00,1
2019-05-29 22:48:00,1
2019-05-30 01:38:00,1
2019-05-30 01:39:00,1
