6,select top # * from [table1#]
2019-02-15 00:56:00,1
2019-03-09 18:42:00,1
2019-03-09 18:47:00,1
2019-03-09 18:58:00,1
2019-04-15 01:52:00,1
2019-09-30 04:56:00,1
