3,"select my.*, p.objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.clean, p.psfMag_r, p.modelMag_r, p.petroMag_r, p.fiberMag_r, p.cmodelMag_u, p.cmodelMag_g, p.cmodelMag_r, p.cmodelMag_i, p.cmodelMag_z, p.petroR5#_r, p.petroR9#_r, p.calibStatus_r, s.specObjID, s.bestObjID, s.bestObjID, s.class, s.subclass, s.z, s.zErr, s.rChi2, s.z_noqso, s.zErr_noqso, s.zWarning_noqso, s.class_noqso, s.subClass_noqso, s.rChi2Diff_noqso, s.z_person, s.class_person, s.comments_person, s.fluxObjID, s.targetObjID, s.plateID, s.survey, s.plate, s.mjd, s.fiberID, s.ra as rafiber, s.dec as decfiber, e.bptclass, e.oh_p2p5, e.oh_p1#, e.oh_p5#, e.oh_p8#, e.oh_p9#p5, e.oh_entropy, e.lgm_tot_p2p5, e.lgm_tot_p1#, e.lgm_tot_p5#, e.lgm_tot_p8#, e.lgm_tot_p9#p5, e.lgm_fib_p2p5, e.lgm_fib_p1#, e.lgm_fib_p5#, e.lgm_fib_p8#, e.lgm_fib_p9#p5, e.sfr_tot_p2p5, e.sfr_tot_p1#, e.sfr_tot_p5#, e.sfr_tot_p8#, e.sfr_tot_p9#p5, e.sfr_fib_p2p5, e.sfr_fib_p1#, e.sfr_fib_p5#, e.sfr_fib_p8#, e.sfr_fib_p9#p5 into mydb.sdss_summary from mydb.sdss_id as my JOIN PhotoObj as p on my.id = p.objID JOIN SpecObj as s on my.id = s.bestObjID left join galSpecExtra as e on e.specObjID = s.specObjID"
2019-05-12 07:50:00,1
2019-05-12 07:51:00,2
