20,SELECT * FROM Mag2#_#area2
2019-12-11 00:49:00,1
2019-12-11 00:50:00,1
2019-12-11 08:06:00,1
2019-12-11 08:07:00,1
2019-12-12 01:07:00,2
2019-12-12 04:31:00,1
2019-12-12 04:32:00,1
2019-12-16 02:13:00,2
2019-12-16 02:34:00,3
2019-12-16 02:35:00,3
2019-12-16 08:12:00,2
2019-12-16 08:26:00,2
