2,"SELECT into mydb.A2#_Dhila_# s.objID, s.specObjID, s.ra, s.dec, s.z, s.zErr, s.class FROM SpecPhotoAll s WHERE s.ra BETWEEN # AND # AND s.dec BETWEEN # AND # AND s.z BETWEEN # AND # AND s.class = #"
2019-04-15 02:07:00,1
2019-04-15 02:09:00,1
