30,select * from NCAS_SRGb0#
2019-01-18 10:26:00,1
2019-01-18 10:27:00,2
2019-01-18 10:28:00,2
2019-01-18 10:29:00,4
2019-01-18 10:30:00,3
2019-01-18 10:31:00,2
2019-01-18 10:32:00,3
2019-01-18 11:24:00,1
2019-01-18 11:25:00,1
2019-01-18 11:26:00,1
2019-01-18 11:27:00,3
2019-01-18 11:28:00,2
2019-01-18 11:29:00,2
2019-01-18 11:30:00,2
2019-01-18 11:31:00,1
