6,"SELECT ra, dec, raErr, decErr, u, err_u, g, err_g, r, err_r, i, err_i, z, err_z FROM Star WHERE ra BETWEEN # and # AND dec BETWEEN # and # AND ( (flags_r & #) ! = #) AND ( (flags_r & #) = #) AND ( ((flags_r & #) = #) or (psfmagerr_r < = #) ) AND ( ((flags_r & #) = #) or (flags_r & #) = #)"
2019-04-22 06:00:00,1
2019-04-22 06:02:00,1
2019-04-22 06:04:00,1
2019-04-22 06:05:00,1
2019-04-22 06:06:00,1
2019-04-22 06:08:00,1
