10,SELECT (dbo.fPhotoFlags (#)
2019-08-11 23:33:00,1
2019-08-11 23:34:00,1
2019-08-11 23:36:00,1
2019-08-11 23:37:00,1
2019-08-11 23:38:00,1
2019-09-05 21:39:00,1
2019-09-05 21:40:00,1
2019-09-05 21:41:00,1
2019-09-17 10:10:00,1
2019-09-25 05:01:00,1
