10,"SELECT top # p.objid, s.specobjid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.class, s.z as redshift FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.r BETWEEN # AND # AND s.class = GALAXY"
2019-02-01 22:17:00,1
2019-02-01 22:19:00,1
2019-02-01 22:28:00,1
2019-02-02 16:16:00,1
2019-02-02 16:17:00,1
2019-02-02 16:21:00,1
2019-02-02 16:22:00,1
2019-02-02 16:23:00,1
2019-02-02 19:12:00,1
2019-02-03 14:54:00,1
