13,select top # * from [ipetroA_#]
2019-10-22 02:07:00,1
2019-10-22 02:31:00,2
2019-10-22 03:43:00,1
2019-10-23 04:41:00,1
2019-10-23 04:43:00,1
2019-12-20 01:27:00,1
2019-12-20 01:53:00,1
2019-12-20 02:34:00,1
2019-12-20 02:35:00,1
2019-12-20 02:41:00,1
2019-12-20 02:45:00,1
2019-12-20 02:46:00,1
