7,"SELECT u, g, r, i, z, ra, dec, flags_r FROM Galaxy WHERE ra BETWEEN # and # AND dec BETWEEN # and # AND ( (flags_r & #) ! = #) AND ( (flags_r & #) = #) AND ( ((flags_r & #) = #) or (psfmagerr_r < = #) ) AND ( ((flags_r & #) = #) or (flags_r & #) = #)"
2019-02-28 22:04:00,1
2019-04-25 15:35:00,1
2019-06-14 20:04:00,1
2019-06-14 20:09:00,1
2019-09-24 18:56:00,1
2019-10-30 11:25:00,1
2019-10-30 11:30:00,1
