2,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj, str (p.ra, #, #) as ra, str (p.[dec], #, #) as dec, p.r FROM BESTDR7..Star AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = p.objID"
2019-08-28 05:42:00,1
2019-08-28 09:31:00,1
