7,"select p.objID, p.u, p.r, t.K_M_K2#FE, t.K_M_FE, t.K_M_C from Galaxy as p left outer join TwoMassXSC as t on p.objID = t.objID where p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = # OR p.objid = #"
2019-11-22 03:06:00,1
2019-11-22 03:13:00,1
2019-11-22 03:14:00,1
2019-11-22 03:15:00,1
2019-11-22 03:17:00,1
2019-11-22 03:18:00,2
