11,select count (*) from specobjall
2019-01-10 05:51:00,1
2019-02-14 03:12:00,1
2019-02-16 07:57:00,2
2019-09-25 13:22:00,1
2019-09-26 17:26:00,1
2019-09-26 17:40:00,1
2019-12-21 02:29:00,1
2019-12-24 02:57:00,1
2019-12-24 04:16:00,1
2019-12-24 04:17:00,1
