12,SELECT * FROM WISE_AGN_R9#_ptsrc_VIZIER1#_SDSSTwomass_#as
2019-08-22 15:14:00,1
2019-08-22 15:15:00,1
2019-08-22 15:27:00,2
2019-08-22 17:36:00,1
2019-08-22 17:37:00,1
2019-08-22 17:38:00,1
2019-08-22 17:39:00,1
2019-08-22 18:01:00,1
2019-08-23 10:44:00,1
2019-08-23 10:45:00,1
2019-08-23 10:46:00,1
