1144,SELECT TOP # objID
2019-01-01 09:48:00,1
2019-01-01 11:07:00,1
2019-01-02 00:17:00,1
2019-01-02 00:46:00,1
2019-01-02 01:42:00,1
2019-01-03 06:20:00,1
2019-01-03 07:43:00,1
2019-01-03 11:11:00,1
2019-01-03 14:28:00,1
2019-01-05 03:46:00,1
2019-01-05 08:30:00,1
2019-01-05 12:30:00,1
2019-01-06 12:39:00,1
2019-01-07 00:08:00,1
2019-01-07 00:25:00,1
2019-01-07 23:29:00,1
2019-01-08 00:37:00,1
2019-01-08 03:28:00,1
2019-01-08 03:45:00,1
2019-01-08 06:08:00,1
2019-01-08 06:26:00,1
2019-01-08 07:27:00,1
2019-01-08 08:39:00,1
2019-01-08 10:57:00,1
2019-01-08 15:38:00,1
2019-01-10 02:21:00,1
2019-01-10 22:40:00,1
2019-01-10 23:33:00,1
2019-01-11 04:41:00,1
2019-01-12 02:19:00,1
2019-01-12 03:08:00,1
2019-01-12 09:06:00,1
2019-01-13 08:29:00,1
2019-01-13 09:07:00,1
2019-01-14 05:44:00,2
2019-01-14 05:45:00,1
2019-01-14 11:25:00,1
2019-01-15 06:05:00,1
2019-01-17 04:25:00,1
2019-01-17 06:03:00,1
2019-01-17 21:55:00,2
2019-01-17 22:58:00,1
2019-01-18 18:17:00,1
2019-01-18 21:41:00,1
2019-01-19 04:00:00,1
2019-01-19 17:02:00,1
2019-01-19 21:22:00,1
2019-01-20 18:21:00,1
2019-01-22 08:25:00,1
2019-01-22 08:53:00,1
2019-01-22 13:50:00,1
2019-01-22 17:45:00,1
2019-01-22 21:08:00,1
2019-01-23 23:25:00,1
2019-01-24 05:13:00,1
2019-01-24 13:28:00,1
2019-01-25 11:12:00,1
2019-01-25 15:55:00,1
2019-01-25 17:18:00,1
2019-01-26 13:19:00,1
2019-01-26 20:56:00,1
2019-01-27 14:47:00,1
2019-01-27 19:06:00,1
2019-01-27 19:35:00,1
2019-01-27 22:27:00,1
2019-01-28 14:40:00,1
2019-01-28 15:20:00,1
2019-01-29 01:23:00,1
2019-01-30 04:30:00,1
2019-01-30 09:29:00,1
2019-01-30 16:38:00,2
2019-01-30 23:14:00,1
2019-01-31 16:56:00,1
2019-02-01 10:25:00,1
2019-02-01 21:58:00,1
2019-02-02 08:28:00,1
2019-02-02 15:00:00,2
2019-02-02 15:28:00,1
2019-02-02 16:08:00,1
2019-02-02 18:41:00,1
2019-02-03 02:00:00,1
2019-02-03 10:28:00,1
2019-02-04 04:37:00,1
2019-02-04 04:38:00,1
2019-02-04 13:39:00,1
2019-02-04 13:42:00,1
2019-02-04 14:10:00,1
