15,select * from A2#_spec_DR1#
2019-03-19 17:13:00,1
2019-03-19 17:14:00,2
2019-03-19 17:18:00,1
2019-03-19 17:19:00,2
2019-03-19 17:20:00,1
2019-03-19 17:32:00,3
2019-03-19 17:37:00,2
2019-03-19 17:38:00,3
