8,"SELECT ALL z as redshift, dered_u as u, dered_g as g, dered_r as r, dered_i as i, dered_z as z FROM SpecPhotoAll WHERE type = # AND z BETWEEN # and #"
2019-12-05 16:45:00,1
2019-12-05 16:46:00,1
2019-12-05 16:47:00,1
2019-12-05 16:48:00,1
2019-12-05 16:49:00,1
2019-12-05 16:57:00,2
2019-12-05 17:25:00,1
