14,"select top # p.objid as name, p.ra, p.dec from photoobj p, specobj s where p.objid = s.bestobjid and s.z BETWEEN # AND #"
2019-01-24 03:07:00,1
2019-01-26 20:54:00,1
2019-03-25 18:49:00,1
2019-04-01 00:04:00,2
2019-04-01 00:06:00,1
2019-10-02 22:46:00,1
2019-10-02 22:47:00,2
2019-10-02 22:48:00,1
2019-12-21 07:58:00,1
2019-12-21 07:59:00,1
2019-12-21 12:51:00,1
2019-12-22 05:26:00,1
