5,"select ra, dec, objID from specObj where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-05 15:08:00,1
2019-06-26 22:05:00,1
2019-06-26 22:11:00,1
2019-10-18 14:57:00,2
