3,"select sp.plate, sp.mjd, sp.fiberid, sp.g0, sp.gmr0, sl.hbeta, sl.hbetaerr, sl.sp.feha, sp.fehaerr, sp.fehan, sp.logga, sp.loggaerr, sp.loggan, s.plate, s.fiberid, s.mjd, s.z, s.zwarning, g.h_beta_flux, g.h_beta_flux_err, g.h_alpha_flux, g.h_alpha_flux_err from sppLines as sl, sppParams as sp where sl.hbeta > # and sl.hbetaerr > # and sl.specobjid = sp.specobjid and h_alpha_flux > h_alpha_flux_err*# and h_beta_flux > h_beta_flux_err*# and h_beta_flux_err > # and h_alpha_flux > #.*h_beta_flux and s.class = # and s.zwarning = #"
2019-12-12 11:49:00,1
2019-12-12 11:51:00,1
2019-12-12 11:59:00,1
