5,"select p.objid, p.ra, p.dec from photoobj p"
2019-01-29 10:24:00,1
2019-01-29 10:27:00,1
2019-08-27 09:06:00,1
2019-08-27 09:07:00,1
2019-10-03 23:06:00,1
