4,"SELECT TOP # s.bestobjid, s.ra, s.dec, s.class, s.z as redshift FROM SpecObj AS s JOIN PhotoObj AS p ON s.bestobjid = p.objid WHERE s.class = # AND s.z BETWEEN # and #"
2019-03-12 21:01:00,1
2019-03-12 21:04:00,1
2019-03-12 21:13:00,1
2019-03-12 21:15:00,1
