9,select top # * from [DR7RefCatNames]
2019-06-17 12:51:00,1
2019-06-17 12:54:00,1
2019-06-17 13:07:00,1
2019-06-17 13:09:00,2
2019-06-17 14:34:00,1
2019-07-03 11:38:00,1
2019-07-19 11:44:00,1
2019-07-19 11:45:00,1
